student_id,profile,step,action,concept,mastery,fatigue,engagement,correct
0,slow,0,review,c_0,0.125,0.08000000000000002,1.0,True
0,slow,1,continue,c_0,0.17099999999999999,0.18000000000000002,1.0,False
0,slow,2,review,c_0,0.19149999999999998,0.26,1.0,False
0,slow,3,continue,c_0,0.22849999999999998,0.36,1.0,False
0,slow,4,review,c_0,0.2445,0.44,1.0,False
0,slow,5,continue,c_0,0.2725,0.54,1.0,False
0,slow,6,review,c_0,0.28400000000000003,0.6200000000000001,1.0,False
0,slow,7,review,c_0,0.29350000000000004,0.7000000000000002,1.0,False
0,slow,8,review,c_0,0.30100000000000005,0.7800000000000002,1.0,False
0,slow,9,continue,c_0,0.31200000000000006,0.8800000000000002,1.0,True
0,slow,10,rest,c_0,0.31200000000000006,0.4800000000000002,1.0,True
0,slow,11,review,c_0,0.32500000000000007,0.5600000000000003,1.0,False
0,slow,12,review,c_0,0.3360000000000001,0.6400000000000003,1.0,False
0,slow,13,continue,c_0,0.35400000000000004,0.7400000000000003,1.0,False
0,slow,14,continue,c_0,0.367,0.8400000000000003,1.0,False
0,slow,15,rest,c_0,0.367,0.4400000000000003,1.0,False
0,slow,16,continue,c_0,0.39499999999999996,0.5400000000000003,1.0,True
0,slow,17,review,c_0,0.4065,0.6200000000000003,1.0,False
0,slow,18,review,c_0,0.416,0.7000000000000004,1.0,False
0,slow,19,review,c_0,0.4235,0.7800000000000005,1.0,False
0,slow,20,review,c_0,0.429,0.8600000000000005,1.0,False
0,slow,21,rest,c_0,0.429,0.4600000000000005,1.0,True
0,slow,22,review,c_0,0.4425,0.5400000000000005,1.0,False
0,slow,23,review,c_0,0.454,0.6200000000000006,1.0,False
0,slow,24,review,c_0,0.4635,0.7000000000000006,1.0,False
0,slow,25,continue,c_0,0.4785,0.8000000000000006,1.0,False
0,slow,26,rest,c_0,0.4785,0.4000000000000006,1.0,True
0,slow,27,review,c_0,0.49349999999999994,0.4800000000000006,1.0,False
0,slow,28,review,c_0,0.5065,0.5600000000000006,1.0,False
0,slow,29,review,c_0,0.5175,0.6400000000000006,1.0,False
0,slow,30,review,c_0,0.5265,0.7200000000000006,1.0,False
0,slow,31,continue,c_0,0.5405,0.8200000000000006,1.0,False
0,slow,32,rest,c_0,0.5405,0.4200000000000006,1.0,False
0,slow,33,continue,c_0,0.5694999999999999,0.5200000000000006,1.0,True
0,slow,34,continue,c_0,0.5934999999999999,0.6200000000000006,1.0,False
0,slow,35,review,c_0,0.6029999999999999,0.7000000000000006,1.0,True
0,slow,36,review,c_0,0.6104999999999998,0.7800000000000007,1.0,True
0,slow,37,review,c_0,0.6159999999999998,0.8600000000000008,1.0,False
0,slow,38,rest,c_0,0.6159999999999998,0.46000000000000074,1.0,False
0,slow,39,continue,c_0,0.6429999999999997,0.5600000000000007,1.0,False
0,slow,40,review,c_0,0.6539999999999997,0.6400000000000008,1.0,False
0,slow,41,continue,c_0,0.6719999999999997,0.7400000000000008,1.0,True
0,slow,42,continue,c_0,0.6849999999999997,0.8400000000000007,1.0,True
0,slow,43,rest,c_0,0.6849999999999997,0.4400000000000007,1.0,True
0,slow,44,review,c_0,0.6989999999999997,0.5200000000000007,1.0,True
0,slow,45,continue,c_0,0.7229999999999996,0.6200000000000007,1.0,True
0,slow,46,continue,c_0,0.7419999999999997,0.7200000000000006,1.0,False
0,slow,47,review,c_0,0.7489999999999997,0.8000000000000007,1.0,False
0,slow,48,rest,c_0,0.7489999999999997,0.4000000000000007,1.0,True
0,slow,49,review,c_0,0.7639999999999997,0.4800000000000007,1.0,False
1,inconsistent,0,review,c_0,0.175,0.08000000000000002,1.0,False
1,inconsistent,1,review,c_0,0.244,0.16000000000000003,1.0,False
1,inconsistent,2,review,c_0,0.307,0.24000000000000005,1.0,False
1,inconsistent,3,review,c_0,0.364,0.32000000000000006,1.0,False
1,inconsistent,4,review,c_0,0.415,0.4000000000000001,1.0,False
1,inconsistent,5,review,c_0,0.45999999999999996,0.4800000000000001,1.0,False
1,inconsistent,6,review,c_0,0.49899999999999994,0.56,1.0,False
1,inconsistent,7,review,c_0,0.5319999999999999,0.6400000000000001,1.0,False
1,inconsistent,8,continue,c_0,0.5469027486220435,0.7400000000000001,1.0,True
1,inconsistent,9,continue,c_0,0.6018111420398391,0.8400000000000001,1.0,False
1,inconsistent,10,rest,c_0,0.6018111420398391,0.44000000000000006,1.0,False
1,inconsistent,11,review,c_0,0.6438111420398391,0.52,1.0,True
1,inconsistent,12,review,c_0,0.6798111420398392,0.6000000000000001,1.0,True
1,inconsistent,13,review,c_0,0.7098111420398392,0.6800000000000002,1.0,False
1,inconsistent,14,continue,c_0,0.7931689337349825,0.7800000000000001,1.0,True
1,inconsistent,15,review,c_0,0.8096689337349825,0.8600000000000001,1.0,False
1,inconsistent,16,rest,c_0,0.8096689337349825,0.4600000000000001,1.0,True
1,inconsistent,17,advance,c_0,0.8096689337349825,0.5800000000000001,1.0,True
1,inconsistent,18,continue,c_1,0.15922307374435254,0.68,1.0,False
1,inconsistent,19,review,c_1,0.18322307374435254,0.76,1.0,False
1,inconsistent,20,continue,c_1,0.20812231046861748,0.86,1.0,False
1,inconsistent,21,rest,c_1,0.20812231046861748,0.45999999999999996,1.0,True
1,inconsistent,22,review,c_1,0.2486223104686175,0.54,1.0,False
1,inconsistent,23,review,c_1,0.28312231046861747,0.6200000000000001,1.0,False
1,inconsistent,24,review,c_1,0.31162231046861744,0.7000000000000002,1.0,False
1,inconsistent,25,review,c_1,0.3341223104686174,0.7800000000000002,1.0,False
1,inconsistent,26,continue,c_1,0.3524078105026694,0.8800000000000002,1.0,False
1,inconsistent,27,rest,c_1,0.3524078105026694,0.4800000000000002,1.0,False
1,inconsistent,28,review,c_1,0.3914078105026694,0.5600000000000003,1.0,False
1,inconsistent,29,review,c_1,0.42440781050266935,0.6400000000000003,1.0,True
1,inconsistent,30,review,c_1,0.4514078105026693,0.7200000000000004,1.0,False
1,inconsistent,31,continue,c_1,0.484363733146812,0.8200000000000004,1.0,False
1,inconsistent,32,rest,c_1,0.484363733146812,0.4200000000000004,1.0,False
1,inconsistent,33,review,c_1,0.527863733146812,0.5000000000000004,1.0,True
1,inconsistent,34,continue,c_1,0.663363108476388,0.6000000000000004,1.0,False
1,inconsistent,35,continue,c_1,0.7516393761562227,0.7000000000000004,1.0,False
1,inconsistent,36,review,c_1,0.7741393761562226,0.7800000000000005,1.0,False
1,inconsistent,37,review,c_1,0.7906393761562226,0.8600000000000005,1.0,True
1,inconsistent,38,rest,c_1,0.7906393761562226,0.4600000000000005,1.0,True
1,inconsistent,39,continue,c_1,0.9492530180802154,0.5600000000000005,1.0,False
1,inconsistent,40,advance,c_1,0.9492530180802154,0.6800000000000005,1.0,True
1,inconsistent,41,review,c_2,0.12399999999999997,0.7600000000000005,1.0,False
1,inconsistent,42,review,c_2,0.14199999999999993,0.8400000000000005,1.0,False
1,inconsistent,43,rest,c_2,0.14199999999999993,0.4400000000000005,1.0,False
1,inconsistent,44,continue,c_2,0.16526701421821335,0.5400000000000005,1.0,False
1,inconsistent,45,continue,c_2,0.2694298777888027,0.6400000000000005,1.0,False
1,inconsistent,46,continue,c_2,0.3504682344465512,0.7400000000000004,1.0,True
1,inconsistent,47,review,c_2,0.36996823444655114,0.8200000000000005,1.0,False
1,inconsistent,48,rest,c_2,0.36996823444655114,0.4200000000000005,1.0,False
1,inconsistent,49,review,c_2,0.4134682344465511,0.5000000000000004,1.0,False
2,guesser,0,review,c_0,0.10500000000000001,0.04000000000000001,1.0,True
2,guesser,1,continue,c_0,0.11460000000000001,0.09000000000000001,1.0,False
2,guesser,2,review,c_0,0.11915,0.13,1.0,False
2,guesser,3,continue,c_0,0.12785000000000002,0.18,1.0,True
2,guesser,4,review,c_0,0.13195,0.22,1.0,True
2,guesser,5,continue,c_0,0.13975,0.27,1.0,True
2,guesser,6,continue,c_0,0.14705000000000001,0.32,1.0,True
2,guesser,7,review,c_0,0.15045,0.36,1.0,False
2,guesser,8,review,c_0,0.15365,0.4,1.0,True
2,guesser,9,continue,c_0,0.15965000000000001,0.45,1.0,True
2,guesser,10,continue,c_0,0.16515000000000002,0.5,1.0,True
2,guesser,11,review,c_0,0.16765000000000002,0.54,1.0,False
2,guesser,12,continue,c_0,0.17225000000000001,0.5900000000000001,1.0,False
2,guesser,13,review,c_0,0.1743,0.6300000000000001,1.0,False
2,guesser,14,review,c_0,0.17615,0.6700000000000002,1.0,False
2,guesser,15,review,c_0,0.1778,0.7100000000000002,1.0,False
2,guesser,16,continue,c_0,0.1807,0.7600000000000002,1.0,False
2,guesser,17,review,c_0,0.1819,0.8000000000000003,1.0,True
2,guesser,18,rest,c_0,0.1819,0.40000000000000024,1.0,True
2,guesser,19,review,c_0,0.1849,0.4400000000000003,1.0,False
2,guesser,20,review,c_0,0.1877,0.4800000000000003,1.0,False
2,guesser,21,continue,c_0,0.19290000000000002,0.5300000000000004,1.0,False
2,guesser,22,review,c_0,0.19525,0.5700000000000004,1.0,False
2,guesser,23,review,c_0,0.1974,0.6100000000000004,1.0,True
2,guesser,24,review,c_0,0.19935,0.6500000000000005,1.0,False
2,guesser,25,continue,c_0,0.20285,0.7000000000000005,1.0,False
2,guesser,26,review,c_0,0.20435,0.7400000000000005,1.0,False
2,guesser,27,review,c_0,0.20565,0.7800000000000006,1.0,False
2,guesser,28,review,c_0,0.20675,0.8200000000000006,1.0,False
2,guesser,29,rest,c_0,0.20675,0.4200000000000006,1.0,True
2,guesser,30,review,c_0,0.20964999999999998,0.46000000000000063,1.0,True
2,guesser,31,review,c_0,0.21234999999999998,0.5000000000000007,1.0,True
2,guesser,32,continue,c_0,0.21735,0.5500000000000007,1.0,True
2,guesser,33,review,c_0,0.2196,0.5900000000000007,1.0,True
2,guesser,34,continue,c_0,0.22369999999999998,0.6400000000000008,1.0,False
2,guesser,35,review,c_0,0.22549999999999998,0.6800000000000008,1.0,True
2,guesser,36,continue,c_0,0.22869999999999996,0.7300000000000009,1.0,True
2,guesser,37,continue,c_0,0.23139999999999994,0.7800000000000009,1.0,False
2,guesser,38,review,c_0,0.23249999999999993,0.820000000000001,1.0,True
2,guesser,39,rest,c_0,0.23249999999999993,0.42000000000000093,1.0,False
2,guesser,40,review,c_0,0.23539999999999991,0.46000000000000096,1.0,False
2,guesser,41,continue,c_0,0.2407999999999999,0.510000000000001,1.0,False
2,guesser,42,continue,c_0,0.2456999999999999,0.560000000000001,1.0,True
2,guesser,43,review,c_0,0.2478999999999999,0.6000000000000011,1.0,False
2,guesser,44,continue,c_0,0.2518999999999999,0.6500000000000011,1.0,True
2,guesser,45,review,c_0,0.2536499999999999,0.6900000000000012,1.0,True
2,guesser,46,review,c_0,0.25519999999999987,0.7300000000000012,1.0,False
2,guesser,47,continue,c_0,0.25789999999999985,0.7800000000000012,1.0,True
2,guesser,48,continue,c_0,0.26009999999999983,0.8300000000000013,1.0,False
2,guesser,49,rest,c_0,0.26009999999999983,0.43000000000000127,1.0,False
3,slow,0,continue,c_0,0.15000000000000002,0.1,1.0,False
3,slow,1,continue,c_0,0.19500000000000003,0.2,1.0,True
3,slow,2,review,c_0,0.21500000000000002,0.28,1.0,False
3,slow,3,continue,c_0,0.251,0.38,1.0,False
3,slow,4,continue,c_0,0.28200000000000003,0.48,1.0,False
3,slow,5,continue,c_0,0.30800000000000005,0.58,1.0,False
3,slow,6,continue,c_0,0.32900000000000007,0.6799999999999999,1.0,False
3,slow,7,continue,c_0,0.3450000000000001,0.7799999999999999,1.0,False
3,slow,8,continue,c_0,0.3560000000000001,0.8799999999999999,1.0,False
3,slow,9,rest,c_0,0.3560000000000001,0.47999999999999987,1.0,False
3,slow,10,continue,c_0,0.3820000000000001,0.5799999999999998,1.0,False
3,slow,11,continue,c_0,0.40300000000000014,0.6799999999999998,1.0,False
3,slow,12,continue,c_0,0.41900000000000015,0.7799999999999998,1.0,False
3,slow,13,continue,c_0,0.43000000000000016,0.8799999999999998,1.0,False
3,slow,14,rest,c_0,0.43000000000000016,0.47999999999999976,1.0,True
3,slow,15,continue,c_0,0.4560000000000002,0.5799999999999997,1.0,False
3,slow,16,continue,c_0,0.4770000000000002,0.6799999999999997,1.0,True
3,slow,17,continue,c_0,0.4930000000000002,0.7799999999999997,1.0,True
3,slow,18,review,c_0,0.4985000000000002,0.8599999999999997,1.0,True
3,slow,19,rest,c_0,0.4985000000000002,0.45999999999999963,1.0,True
3,slow,20,continue,c_0,0.5255000000000002,0.5599999999999996,1.0,True
3,slow,21,review,c_0,0.5365000000000002,0.6399999999999997,1.0,False
3,slow,22,continue,c_0,0.5545000000000002,0.7399999999999997,1.0,False
3,slow,23,review,c_0,0.5610000000000003,0.8199999999999996,1.0,False
3,slow,24,rest,c_0,0.5610000000000003,0.4199999999999996,1.0,False
3,slow,25,continue,c_0,0.5900000000000003,0.5199999999999996,1.0,False
3,slow,26,continue,c_0,0.6140000000000003,0.6199999999999996,1.0,False
3,slow,27,review,c_0,0.6235000000000004,0.6999999999999995,1.0,True
3,slow,28,review,c_0,0.6310000000000004,0.7799999999999996,1.0,False
3,slow,29,review,c_0,0.6365000000000005,0.8599999999999997,1.0,False
3,slow,30,rest,c_0,0.6365000000000005,0.45999999999999963,1.0,True
3,slow,31,review,c_0,0.6500000000000005,0.5399999999999996,1.0,False
3,slow,32,continue,c_0,0.6730000000000005,0.6399999999999996,1.0,False
3,slow,33,review,c_0,0.6820000000000005,0.7199999999999995,1.0,False
3,slow,34,review,c_0,0.6890000000000005,0.7999999999999996,1.0,True
3,slow,35,continue,c_0,0.6990000000000005,0.8999999999999996,1.0,False
3,slow,36,rest,c_0,0.6990000000000005,0.49999999999999956,1.0,True
3,slow,37,review,c_0,0.7115000000000005,0.5799999999999996,1.0,True
3,slow,38,continue,c_0,0.7325000000000005,0.6799999999999996,1.0,False
3,slow,39,review,c_0,0.7405000000000005,0.7599999999999996,1.0,True
3,slow,40,review,c_0,0.7465000000000005,0.8399999999999996,1.0,False
3,slow,41,rest,c_0,0.7465000000000005,0.4399999999999996,1.0,True
3,slow,42,review,c_0,0.7605000000000005,0.5199999999999996,1.0,True
3,slow,43,continue,c_0,0.7845000000000005,0.6199999999999996,1.0,True
3,slow,44,review,c_0,0.7940000000000006,0.6999999999999995,1.0,True
3,slow,45,review,c_0,0.8015000000000007,0.7799999999999996,1.0,False
3,slow,46,advance,c_0,0.8015000000000007,0.8999999999999996,1.0,False
3,slow,47,rest,c_1,0.1,0.49999999999999956,1.0,False
3,slow,48,review,c_1,0.11250000000000002,0.5799999999999996,1.0,False
3,slow,49,continue,c_1,0.13350000000000004,0.6799999999999996,1.0,True
4,guesser,0,continue,c_0,0.11,0.05,1.0,True
4,guesser,1,continue,c_0,0.1195,0.1,1.0,True
4,guesser,2,review,c_0,0.124,0.14,1.0,False
4,guesser,3,continue,c_0,0.1326,0.19,1.0,False
4,guesser,4,review,c_0,0.13665,0.23,1.0,True
4,guesser,5,continue,c_0,0.14435,0.28,1.0,True
4,guesser,6,continue,c_0,0.15155000000000002,0.33,1.0,True
4,guesser,7,continue,c_0,0.15825000000000003,0.38,1.0,True
4,guesser,8,continue,c_0,0.16445000000000004,0.43,1.0,False
4,guesser,9,continue,c_0,0.17015000000000005,0.48,1.0,False
4,guesser,10,continue,c_0,0.17535000000000006,0.53,1.0,True
4,guesser,11,review,c_0,0.17770000000000005,0.5700000000000001,1.0,False
4,guesser,12,review,c_0,0.17985000000000007,0.6100000000000001,1.0,False
4,guesser,13,review,c_0,0.18180000000000007,0.6500000000000001,1.0,False
4,guesser,14,continue,c_0,0.18530000000000008,0.7000000000000002,1.0,True
4,guesser,15,continue,c_0,0.18830000000000008,0.7500000000000002,1.0,True
4,guesser,16,review,c_0,0.18955000000000008,0.7900000000000003,1.0,True
4,guesser,17,continue,c_0,0.19165000000000007,0.8400000000000003,1.0,True
4,guesser,18,rest,c_0,0.19165000000000007,0.4400000000000003,1.0,False
4,guesser,19,review,c_0,0.19445000000000007,0.4800000000000003,1.0,True
4,guesser,20,review,c_0,0.19705000000000006,0.5200000000000004,1.0,True
4,guesser,21,review,c_0,0.19945000000000004,0.5600000000000004,1.0,False
4,guesser,22,review,c_0,0.20165000000000005,0.6000000000000004,1.0,False
4,guesser,23,continue,c_0,0.20565000000000005,0.6500000000000005,1.0,False
4,guesser,24,review,c_0,0.20740000000000006,0.6900000000000005,1.0,False
4,guesser,25,continue,c_0,0.21050000000000005,0.7400000000000005,1.0,True
4,guesser,26,review,c_0,0.21180000000000004,0.7800000000000006,1.0,False
